HGNC ID,gene_symbol,sf_id,family_name,subfamily_name,family_id
HGNC:11546,TAF13,PTHR11380:SF13,TRANSCRIPTION INITIATION FACTOR TFIID/SUPT3-RELATED,TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 13,PTHR11380
HGNC:11547,TAF15,PTHR23238:SF25,RNA BINDING PROTEIN,TATA-BINDING PROTEIN-ASSOCIATED FACTOR 2N,PTHR23238
HGNC:21587,TAFA1,PTHR31770:SF2,CHEMOKINE-LIKE PROTEIN TAFA FAMILY MEMBER,CHEMOKINE-LIKE PROTEIN TAFA-1,PTHR31770
HGNC:21589,TAFA2,PTHR31770:SF1,CHEMOKINE-LIKE PROTEIN TAFA FAMILY MEMBER,CHEMOKINE-LIKE PROTEIN TAFA-2,PTHR31770
HGNC:21590,TAFA3,PTHR31770:SF3,CHEMOKINE-LIKE PROTEIN TAFA FAMILY MEMBER,CHEMOKINE-LIKE PROTEIN TAFA-3,PTHR31770
HGNC:21591,TAFA4,PTHR31770:SF7,CHEMOKINE-LIKE PROTEIN TAFA FAMILY MEMBER,CHEMOKINE-LIKE PROTEIN TAFA-4,PTHR31770
HGNC:21592,TAFA5,PTHR31878:SF0,CHEMOKINE-LIKE PROTEIN TAFA-5-RELATED,CHEMOKINE-LIKE PROTEIN TAFA-5,PTHR31878
HGNC:15669,TAGAP,PTHR23179:SF26,T-CELL ACTIVATION RHO GTPASE ACTIVATING PROTEIN-RELATED,T-CELL ACTIVATION RHO GTPASE-ACTIVATING PROTEIN,PTHR23179
HGNC:11553,TAGLN,PTHR18959:SF40,CALPONIN/TRANSGELIN,TRANSGELIN,PTHR18959
HGNC:11554,TAGLN2,PTHR18959:SF41,CALPONIN/TRANSGELIN,TRANSGELIN-2,PTHR18959
HGNC:29868,TAGLN3,PTHR18959:SF57,CALPONIN/TRANSGELIN,TRANSGELIN-3,PTHR18959
HGNC:11556,TAL1,PTHR13864:SF16,T-CELL ACUTE LYMPHOCYTIC LEUKEMIA/STEM CELL LEUKEMIA-RELATED,T-CELL ACUTE LYMPHOCYTIC LEUKEMIA PROTEIN 1,PTHR13864
HGNC:11557,TAL2,PTHR13864:SF21,T-CELL ACUTE LYMPHOCYTIC LEUKEMIA/STEM CELL LEUKEMIA-RELATED,T-CELL ACUTE LYMPHOCYTIC LEUKEMIA PROTEIN 2,PTHR13864
HGNC:11559,TALDO1,PTHR10683:SF18,TRANSALDOLASE,TRANSALDOLASE,PTHR10683
HGNC:18707,TAMALIN,PTHR15963:SF3,GENERAL RECEPTOR FOR PHOSPHOINOSITIDES 1-ASSOCIATED SCAFFOLD PROTEIN-RELATED,GENERAL RECEPTOR FOR PHOSPHOINOSITIDES 1-ASSOCIATED SCAFFOLD PROTEIN,PTHR15963
HGNC:25187,TAMM41,PTHR13619:SF0,UNCHARACTERIZED,"PHOSPHATIDATE CYTIDYLYLTRANSFERASE, MITOCHONDRIAL",PTHR13619
HGNC:29364,TANC1,PTHR24166:SF23,"ROLLING PEBBLES, ISOFORM B",PROTEIN TANC1,PTHR24166
HGNC:30212,TANC2,PTHR24166:SF21,"ROLLING PEBBLES, ISOFORM B",PROTEIN TANC2,PTHR24166
HGNC:25439,TANGO2,PTHR17985:SF8,SER/THR-RICH PROTEIN T10 IN DGCR REGION,TRANSPORT AND GOLGI ORGANIZATION PROTEIN 2 HOMOLOG,PTHR17985
HGNC:25749,TANGO6,PTHR20959:SF1,TRANSPORT AND GOLGI ORGANIZATION PROTEIN 6 FAMILY MEMBER,TRANSPORT AND GOLGI ORGANIZATION PROTEIN 6 HOMOLOG,PTHR20959
HGNC:11562,TANK,PTHR15249:SF0,TRAF FAMILY MEMBER-ASSOCIATED NF-KAPPA-B ACTIVATOR,TRAF FAMILY MEMBER-ASSOCIATED NF-KAPPA-B ACTIVATOR,PTHR15249
HGNC:29259,TAOK1,PTHR48015:SF31,SERINE/THREONINE-PROTEIN KINASE TAO,SERINE/THREONINE-PROTEIN KINASE TAO1,PTHR48015
HGNC:16835,TAOK2,PTHR48015:SF7,SERINE/THREONINE-PROTEIN KINASE TAO,SERINE/THREONINE-PROTEIN KINASE TAO2,PTHR48015
HGNC:18133,TAOK3,PTHR48015:SF14,SERINE/THREONINE-PROTEIN KINASE TAO,SERINE/THREONINE-PROTEIN KINASE TAO3,PTHR48015
HGNC:43,TAP1,PTHR24221:SF249,ATP-BINDING CASSETTE SUB-FAMILY B,ANTIGEN PEPTIDE TRANSPORTER 1,PTHR24221
HGNC:44,TAP2,PTHR24221:SF237,ATP-BINDING CASSETTE SUB-FAMILY B,ANTIGEN PEPTIDE TRANSPORTER 2,PTHR24221
HGNC:11566,TAPBP,PTHR23411:SF22,TAPASIN,TAPASIN,PTHR23411
HGNC:30683,TAPBPL,PTHR23411:SF18,TAPASIN,TAPASIN-RELATED PROTEIN,PTHR23411
HGNC:26887,TAPT1,PTHR13317:SF4,UNCHARACTERIZED,TRANSMEMBRANE ANTERIOR POSTERIOR TRANSFORMATION PROTEIN 1 HOMOLOG,PTHR13317
HGNC:11568,TARBP1,PTHR12029:SF11,RNA METHYLTRANSFERASE,METHYLTRANSFERASE TARBP1-RELATED,PTHR12029
HGNC:11569,TARBP2,PTHR46205:SF1,"LOQUACIOUS, ISOFORM B",RISC-LOADING COMPLEX SUBUNIT TARBP2,PTHR46205
HGNC:11571,TARDBP,PTHR48033:SF9,RNA-BINDING (RRM/RBD/RNP MOTIFS) FAMILY PROTEIN,TAR DNA-BINDING PROTEIN 43,PTHR48033
HGNC:37250,TARM1,PTHR11738:SF157,MHC CLASS I NK CELL RECEPTOR,"T-CELL-INTERACTING, ACTIVATING RECEPTOR ON MYELOID CELLS PROTEIN 1",PTHR11738
HGNC:11572,TARS1,PTHR11451:SF36,THREONINE-TRNA LIGASE,"THREONINE--TRNA LIGASE, CYTOPLASMIC",PTHR11451
HGNC:30740,TARS2,PTHR11451:SF27,THREONINE-TRNA LIGASE,"THREONINE--TRNA LIGASE, MITOCHONDRIAL",PTHR11451
HGNC:24728,TARS3,PTHR11451:SF38,THREONINE-TRNA LIGASE,"THREONINE--TRNA LIGASE 2, CYTOPLASMIC",PTHR11451
HGNC:14448,TAS1R1,PTHR24061:SF3,CALCIUM-SENSING RECEPTOR-RELATED,TASTE RECEPTOR TYPE 1 MEMBER 1,PTHR24061
HGNC:14905,TAS1R2,PTHR24061:SF517,CALCIUM-SENSING RECEPTOR-RELATED,TASTE RECEPTOR TYPE 1 MEMBER 2,PTHR24061
HGNC:15661,TAS1R3,PTHR24061:SF435,CALCIUM-SENSING RECEPTOR-RELATED,TASTE RECEPTOR TYPE 1 MEMBER 3,PTHR24061
HGNC:14909,TAS2R1,PTHR11394:SF47,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 1-RELATED,PTHR11394
HGNC:14910,TAS2R3,PTHR11394:SF49,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 3,PTHR11394
HGNC:14911,TAS2R4,PTHR11394:SF55,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 4,PTHR11394
HGNC:14912,TAS2R5,PTHR11394:SF8,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 5,PTHR11394
HGNC:14913,TAS2R7,PTHR11394:SF58,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 7,PTHR11394
HGNC:14915,TAS2R8,PTHR11394:SF31,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 8,PTHR11394
HGNC:14917,TAS2R9,PTHR11394:SF29,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 9,PTHR11394
HGNC:14918,TAS2R10,PTHR11394:SF63,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 10,PTHR11394
HGNC:14919,TAS2R13,PTHR11394:SF28,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 13,PTHR11394
HGNC:14920,TAS2R14,PTHR11394:SF23,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 14,PTHR11394
HGNC:14921,TAS2R16,PTHR11394:SF68,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 16,PTHR11394
HGNC:19108,TAS2R19,PTHR11394:SF27,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 19,PTHR11394
HGNC:19109,TAS2R20,PTHR11394:SF35,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 20,PTHR11394
HGNC:19112,TAS2R30,PTHR11394:SF48,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 30,PTHR11394
HGNC:19113,TAS2R31,PTHR11394:SF129,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 31,PTHR11394
HGNC:9584,TAS2R38,PTHR11394:SF52,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 38,PTHR11394
HGNC:18886,TAS2R39,PTHR11394:SF47,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 1-RELATED,PTHR11394
HGNC:18885,TAS2R40,PTHR11394:SF59,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 40,PTHR11394
HGNC:18883,TAS2R41,PTHR11394:SF73,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 41,PTHR11394
HGNC:18888,TAS2R42,PTHR11394:SF70,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 42,PTHR11394
HGNC:18875,TAS2R43,PTHR11394:SF127,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 43,PTHR11394
HGNC:18876,TAS2R45,PTHR11394:SF134,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 45,PTHR11394
HGNC:18877,TAS2R46,PTHR11394:SF66,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 46,PTHR11394
HGNC:18882,TAS2R50,PTHR11394:SF43,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 50,PTHR11394
HGNC:20639,TAS2R60,PTHR11394:SF32,TASTE RECEPTOR TYPE 2,TASTE RECEPTOR TYPE 2 MEMBER 60,PTHR11394
HGNC:30314,TASOR,PTHR16207:SF1,UNCHARACTERIZED,PROTEIN TASOR,PTHR16207
HGNC:23484,TASOR2,PTHR16207:SF10,UNCHARACTERIZED,PROTEIN TASOR 2,PTHR16207
HGNC:15859,TASP1,PTHR10188:SF8,L-ASPARAGINASE,THREONINE ASPARTASE 1,PTHR10188
HGNC:11573,TAT,PTHR45744:SF2,TYROSINE AMINOTRANSFERASE,TYROSINE AMINOTRANSFERASE,PTHR45744
HGNC:24220,TATDN1,PTHR10060:SF15,TATD FAMILY DEOXYRIBONUCLEASE,DEOXYRIBONUCLEASE TATDN1-RELATED,PTHR10060
HGNC:28988,TATDN2,PTHR46363:SF1,DEOXYRIBONUCLEASE TATDN2-RELATED,DEOXYRIBONUCLEASE TATDN2-RELATED,PTHR46363
HGNC:27010,TATDN3,PTHR46317:SF2,HYDROLASE OF PHP SUPERFAMILY-RELATED PROTEIN,DEOXYRIBONUCLEASE TATDN3-RELATED,PTHR46317
HGNC:11575,TAX1BP1,PTHR31915:SF8,FAMILY NOT NAMED,TAX1-BINDING PROTEIN 1,PTHR31915
HGNC:30684,TAX1BP3,PTHR23136:SF7,TAX1-BINDING PROTEIN 3-RELATED,TAX1-BINDING PROTEIN 3,PTHR23136
HGNC:11577,TAZ,PTHR12497:SF0,TAZ PROTEIN  TAFAZZIN,TAFAZZIN,PTHR12497
HGNC:23511,TBATA,PTHR33772:SF3,"THYMUS, BRAIN AND TESTES-ASSOCIATED",PROTEIN TBATA,PTHR33772
HGNC:11578,TBC1D1,PTHR22957:SF204,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 1,PTHR22957
HGNC:18026,TBC1D2,PTHR22957:SF570,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 2A,PTHR22957
HGNC:29183,TBC1D2B,PTHR22957:SF437,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 2B,PTHR22957
HGNC:19031,TBC1D3,PTHR22957:SF537,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 3-RELATED,PTHR22957
HGNC:27011,TBC1D3B,PTHR22957:SF537,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 3-RELATED,PTHR22957
HGNC:24889,TBC1D3C,PTHR22957:SF537,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 3-RELATED,PTHR22957
HGNC:28944,TBC1D3D,PTHR22957:SF537,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 3-RELATED,PTHR22957
HGNC:27071,TBC1D3E,PTHR22957:SF537,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 3-RELATED,PTHR22957
HGNC:18257,TBC1D3F,PTHR22957:SF537,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 3-RELATED,PTHR22957
HGNC:29860,TBC1D3G,PTHR22957:SF537,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 3-RELATED,PTHR22957
HGNC:30708,TBC1D3H,PTHR22957:SF537,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 3-RELATED,PTHR22957
HGNC:32709,TBC1D3I,PTHR22957:SF537,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 3-RELATED,PTHR22957
HGNC:51245,TBC1D3K,PTHR22957:SF537,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 3-RELATED,PTHR22957
HGNC:51246,TBC1D3L,PTHR22957:SF537,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 3-RELATED,PTHR22957
HGNC:19165,TBC1D4,PTHR22957:SF195,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 4,PTHR22957
HGNC:19166,TBC1D5,PTHR22957:SF337,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 5,PTHR22957
HGNC:21066,TBC1D7,PTHR13530:SF3,TBC1 DOMAIN FAMILY MEMBER 7,TBC1 DOMAIN FAMILY MEMBER 7,PTHR13530
HGNC:17791,TBC1D8,PTHR22957:SF260,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 8,PTHR22957
HGNC:24715,TBC1D8B,PTHR22957:SF320,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 8B,PTHR22957
HGNC:21710,TBC1D9,PTHR22957:SF536,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 9,PTHR22957
HGNC:29097,TBC1D9B,PTHR22957:SF225,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 9B,PTHR22957
HGNC:23609,TBC1D10A,PTHR22957:SF215,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 10A,PTHR22957
HGNC:24510,TBC1D10B,PTHR22957:SF207,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 10B,PTHR22957
HGNC:24702,TBC1D10C,PTHR22957:SF324,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,CARABIN,PTHR22957
HGNC:29082,TBC1D12,PTHR22957:SF467,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 12-RELATED,PTHR22957
HGNC:25571,TBC1D13,PTHR22957:SF27,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 13,PTHR22957
HGNC:29246,TBC1D14,PTHR22957:SF367,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 14,PTHR22957
HGNC:25694,TBC1D15,PTHR22957:SF300,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 15,PTHR22957
HGNC:28356,TBC1D16,PTHR22957:SF547,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 16,PTHR22957
HGNC:25699,TBC1D17,PTHR22957:SF360,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 17,PTHR22957
HGNC:25624,TBC1D19,PTHR16110:SF1,TBC1 DOMAIN FAMILY MEMBER 19,TBC1 DOMAIN FAMILY MEMBER 19,PTHR16110
HGNC:16133,TBC1D20,PTHR20913:SF10,TBC1 DOMAIN FAMILY MEMBER 20/GTPASE,TBC1 DOMAIN FAMILY MEMBER 20,PTHR20913
HGNC:28536,TBC1D21,PTHR22957:SF489,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 21,PTHR22957
HGNC:1309,TBC1D22A,PTHR22957:SF255,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 22A,PTHR22957
HGNC:21602,TBC1D22B,PTHR22957:SF462,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 22B,PTHR22957
HGNC:25622,TBC1D23,PTHR13297:SF5,UNCHARACTERIZED,TBC1 DOMAIN FAMILY MEMBER 23,PTHR13297
HGNC:29203,TBC1D24,PTHR23353:SF6,RAB-GAP/TBC-RELATED,TBC1 DOMAIN FAMILY MEMBER 24,PTHR23353
HGNC:8092,TBC1D25,PTHR22957:SF333,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 25,PTHR22957
HGNC:28745,TBC1D26,PTHR22957:SF485,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 26,PTHR22957
HGNC:26858,TBC1D28,PTHR22957:SF445,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 28,PTHR22957
HGNC:29164,TBC1D30,PTHR22957:SF289,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC1 DOMAIN FAMILY MEMBER 30,PTHR22957
HGNC:30888,TBC1D31,PTHR19853:SF1,WD REPEAT CONTAINING PROTEIN 3  WDR3,TBC1 DOMAIN FAMILY MEMBER 31,PTHR19853
HGNC:21485,TBC1D32,PTHR13465:SF3,UPF0183 PROTEIN,PROTEIN BROAD-MINDED,PTHR13465
HGNC:11579,TBCA,PTHR21500:SF3,TUBULIN-SPECIFIC CHAPERONE A,TUBULIN-SPECIFIC CHAPERONE A,PTHR21500
HGNC:1989,TBCB,PTHR18916:SF78,DYNACTIN 1-RELATED MICROTUBULE-BINDING,TUBULIN-FOLDING COFACTOR B,PTHR18916
HGNC:11580,TBCC,PTHR15139:SF0,TUBULIN FOLDING COFACTOR C,TUBULIN-SPECIFIC CHAPERONE C,PTHR15139
HGNC:25546,TBCCD1,PTHR16052:SF0,UNCHARACTERIZED,TBCC DOMAIN-CONTAINING PROTEIN 1,PTHR16052
HGNC:11581,TBCD,PTHR12658:SF0,BETA-TUBULIN COFACTOR D,TUBULIN-SPECIFIC CHAPERONE D,PTHR12658
HGNC:11582,TBCE,PTHR15140:SF6,TUBULIN-SPECIFIC CHAPERONE E,TUBULIN-SPECIFIC CHAPERONE E,PTHR15140
HGNC:28115,TBCEL,PTHR15140:SF24,TUBULIN-SPECIFIC CHAPERONE E,TUBULIN-SPECIFIC CHAPERONE COFACTOR E-LIKE PROTEIN,PTHR15140
HGNC:28261,TBCK,PTHR22957:SF168,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,TBC DOMAIN-CONTAINING PROTEIN KINASE-LIKE PROTEIN,PTHR22957
HGNC:11584,TBK1,PTHR22969:SF14,IKB KINASE,SERINE/THREONINE-PROTEIN KINASE TBK1,PTHR22969
HGNC:30140,TBKBP1,PTHR14432:SF2,PROSAPIP2 PROTEIN/5-AZACYTIDINE INDUCED GENE 2,TANK-BINDING KINASE 1-BINDING PROTEIN 1,PTHR14432
HGNC:11585,TBL1X,PTHR22846:SF60,WD40 REPEAT PROTEIN,F-BOX-LIKE/WD REPEAT-CONTAINING PROTEIN TBL1X,PTHR22846
HGNC:29529,TBL1XR1,PTHR22846:SF40,WD40 REPEAT PROTEIN,F-BOX-LIKE/WD REPEAT-CONTAINING PROTEIN TBL1XR1,PTHR22846
HGNC:18502,TBL1Y,PTHR22846:SF52,WD40 REPEAT PROTEIN,F-BOX-LIKE/WD REPEAT-CONTAINING PROTEIN TBL1Y,PTHR22846
HGNC:11586,TBL2,PTHR44321:SF1,TRANSDUCIN BETA-LIKE PROTEIN 2,TRANSDUCIN BETA-LIKE PROTEIN 2,PTHR44321
HGNC:11587,TBL3,PTHR19854:SF15,TRANSDUCIN BETA-LIKE 3,TRANSDUCIN BETA-LIKE PROTEIN 3,PTHR19854
HGNC:11588,TBP,PTHR10126:SF20,TATA-BOX BINDING PROTEIN,TATA-BOX-BINDING PROTEIN,PTHR10126
HGNC:11589,TBPL1,PTHR10126:SF55,TATA-BOX BINDING PROTEIN,TATA BOX-BINDING PROTEIN-LIKE PROTEIN 1,PTHR10126
HGNC:19841,TBPL2,PTHR10126:SF37,TATA-BOX BINDING PROTEIN,TATA BOX-BINDING PROTEIN-LIKE PROTEIN 2,PTHR10126
HGNC:11590,TBR1,PTHR11267:SF88,T-BOX PROTEIN-RELATED,T-BOX BRAIN PROTEIN 1,PTHR11267
HGNC:29551,TBRG1,PTHR22715:SF0,TRANSFORMING GROWTH FACTOR BETA REGULATED GENE 1,TRANSFORMING GROWTH FACTOR BETA REGULATOR 1,PTHR22715
HGNC:17443,TBRG4,PTHR21228:SF59,FAST LEU-RICH DOMAIN-CONTAINING,FAST KINASE DOMAIN-CONTAINING PROTEIN 4,PTHR21228
HGNC:11592,TBX1,PTHR11267:SF104,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX1,PTHR11267
HGNC:11597,TBX2,PTHR11267:SF82,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX2,PTHR11267
HGNC:11602,TBX3,PTHR11267:SF91,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX3,PTHR11267
HGNC:11603,TBX4,PTHR11267:SF29,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX4,PTHR11267
HGNC:11604,TBX5,PTHR11267:SF28,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX5,PTHR11267
HGNC:11605,TBX6,PTHR11267:SF100,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX6,PTHR11267
HGNC:11593,TBX10,PTHR11267:SF102,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX10,PTHR11267
HGNC:11594,TBX15,PTHR11267:SF98,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX15,PTHR11267
HGNC:11595,TBX18,PTHR11267:SF20,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX18,PTHR11267
HGNC:11596,TBX19,PTHR11267:SF114,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX19,PTHR11267
HGNC:11598,TBX20,PTHR11267:SF129,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX20,PTHR11267
HGNC:11599,TBX21,PTHR11267:SF125,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX21,PTHR11267
HGNC:11600,TBX22,PTHR11267:SF116,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR TBX22,PTHR11267
HGNC:11608,TBXA2R,PTHR11866:SF5,G-PROTEIN COUPLED RECEPTOR FAMILY 1 MEMBER,THROMBOXANE A2 RECEPTOR,PTHR11866
HGNC:11609,TBXAS1,PTHR24301:SF2,THROMBOXANE-A SYNTHASE,THROMBOXANE-A SYNTHASE,PTHR24301
HGNC:11515,TBXT,PTHR11267:SF83,T-BOX PROTEIN-RELATED,T-BOX TRANSCRIPTION FACTOR T,PTHR11267
HGNC:19859,TC2N,PTHR46887:SF1,TANDEM C2 DOMAINS NUCLEAR PROTEIN,TANDEM C2 DOMAINS NUCLEAR PROTEIN,PTHR46887
HGNC:22201,TCAF1,PTHR15730:SF1,EXPERIMENTAL AUTOIMMUNE PROSTATITIS ANTIGEN 2-RELATED,TRPM8 CHANNEL-ASSOCIATED FACTOR 1,PTHR15730
HGNC:26878,TCAF2,PTHR15730:SF4,EXPERIMENTAL AUTOIMMUNE PROSTATITIS ANTIGEN 2-RELATED,TRPM8 CHANNEL-ASSOCIATED FACTOR 2,PTHR15730
HGNC:25241,TCAIM,PTHR31596:SF1,"T-CELL ACTIVATION INHIBITOR, MITOCHONDRIAL","T-CELL ACTIVATION INHIBITOR, MITOCHONDRIAL",PTHR31596
HGNC:11610,TCAP,PTHR15143:SF0,TELETHONIN,TELETHONIN,PTHR15143
HGNC:11612,TCEA1,PTHR11477:SF1,TRANSCRIPTION FACTOR S-II ZINC FINGER DOMAIN-CONTAINING PROTEIN,TRANSCRIPTION ELONGATION FACTOR A PROTEIN 1,PTHR11477
HGNC:11614,TCEA2,PTHR11477:SF3,TRANSCRIPTION FACTOR S-II ZINC FINGER DOMAIN-CONTAINING PROTEIN,TRANSCRIPTION ELONGATION FACTOR A PROTEIN 2,PTHR11477
HGNC:11615,TCEA3,PTHR11477:SF4,TRANSCRIPTION FACTOR S-II ZINC FINGER DOMAIN-CONTAINING PROTEIN,TRANSCRIPTION ELONGATION FACTOR A PROTEIN 3,PTHR11477
HGNC:11616,TCEAL1,PTHR14754:SF12,TRANSCRIPTION ELONGATION FACTOR A,TRANSCRIPTION ELONGATION FACTOR A PROTEIN-LIKE 1,PTHR14754
